US States,Year,Ethnicity,Gender,Heart Disease Type,Age range,Data_Value/100_000 People
CT,2004.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,189.225
CT,2004.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,1882.9599999999998
CT,2004.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,84.7375
CT,2004.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,856.3199999999999
CT,2004.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,16.2375
CT,2004.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,315.7
CT,2004.0,Hispanic,Overall,All heart disease,Ages 35-64 years,67.3
CT,2004.0,Hispanic,Overall,All heart disease,Ages 65 years and older,885.9428571428572
CT,2004.0,Hispanic,Overall,All stroke,Ages 35-64 years,17.4
CT,2004.0,Hispanic,Overall,All stroke,Ages 65 years and older,241.77142857142857
CT,2004.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,87.5875
CT,2004.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1148.642857142857
CT,2004.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,44.85
CT,2004.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,599.4142857142857
CT,2004.0,Hispanic,Overall,Heart failure,Ages 35-64 years,8.8375
CT,2004.0,Hispanic,Overall,Heart failure,Ages 65 years and older,264.74285714285713
CT,2004.0,Overall,Men,All heart disease,Ages 35-64 years,119.0375
CT,2004.0,Overall,Men,All heart disease,Ages 65 years and older,1598.35
CT,2004.0,Overall,Men,All stroke,Ages 35-64 years,12.3125
CT,2004.0,Overall,Men,All stroke,Ages 65 years and older,306.175
CT,2004.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,140.7125
CT,2004.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,2062.1375
CT,2004.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,84.0625
CT,2004.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,1112.6375
CT,2004.0,Overall,Men,Heart failure,Ages 35-64 years,8.8125
CT,2004.0,Overall,Men,Heart failure,Ages 65 years and older,471.7125
CT,2004.0,Overall,Overall,All heart disease,Ages 35-64 years,81.375
CT,2004.0,Overall,Overall,All heart disease,Ages 65 years and older,1321.2875
CT,2004.0,Overall,Overall,All stroke,Ages 35-64 years,10.4375
CT,2004.0,Overall,Overall,All stroke,Ages 65 years and older,298.725
CT,2004.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,97.2375
CT,2004.0,Overall,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1747.825
CT,2004.0,Overall,Overall,Coronary heart disease (CHD),Ages 35-64 years,54.625
CT,2004.0,Overall,Overall,Coronary heart disease (CHD),Ages 65 years and older,883.1
CT,2004.0,Overall,Overall,Heart failure,Ages 35-64 years,6.5875
CT,2004.0,Overall,Overall,Heart failure,Ages 65 years and older,408.3
CT,2004.0,Overall,Women,All heart disease,Ages 35-64 years,45.1625
CT,2004.0,Overall,Women,All heart disease,Ages 65 years and older,1128.6125
CT,2004.0,Overall,Women,All stroke,Ages 35-64 years,9.0375
CT,2004.0,Overall,Women,All stroke,Ages 65 years and older,292.4
CT,2004.0,Overall,Women,Cardiovascular disease (CVD),Ages 35-64 years,56.4375
CT,2004.0,Overall,Women,Cardiovascular disease (CVD),Ages 65 years and older,1561.25
CT,2004.0,Overall,Women,Coronary heart disease (CHD),Ages 35-64 years,26.1625
CT,2004.0,Overall,Women,Coronary heart disease (CHD),Ages 65 years and older,742.9
CT,2004.0,Overall,Women,Heart failure,Ages 35-64 years,4.4375
CT,2004.0,Overall,Women,Heart failure,Ages 65 years and older,370.75
CT,2004.0,White,Overall,All heart disease,Ages 35-64 years,79.1625
CT,2004.0,White,Overall,All heart disease,Ages 65 years and older,1320.1625
CT,2004.0,White,Overall,All stroke,Ages 35-64 years,8.95
CT,2004.0,White,Overall,All stroke,Ages 65 years and older,297.55
CT,2004.0,White,Overall,Cardiovascular disease (CVD),Ages 35-64 years,93.0
CT,2004.0,White,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1753.55
CT,2004.0,White,Overall,Coronary heart disease (CHD),Ages 35-64 years,53.625
CT,2004.0,White,Overall,Coronary heart disease (CHD),Ages 65 years and older,888.5875
CT,2004.0,White,Overall,Heart failure,Ages 35-64 years,5.975
CT,2004.0,White,Overall,Heart failure,Ages 65 years and older,413.45
CT,2005.0,American Indian/Alaska Native,Overall,All heart disease,Ages 35-64 years,98.225
CT,2005.0,American Indian/Alaska Native,Overall,All stroke,Ages 35-64 years,19.85
CT,2005.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 35-64 years,104.625
CT,2005.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 35-64 years,63.975
CT,2005.0,American Indian/Alaska Native,Overall,Heart failure,Ages 35-64 years,15.850000000000001
CT,2005.0,Asian/Pacific Islander,Overall,All heart disease,Ages 35-64 years,34.1125
CT,2005.0,Asian/Pacific Islander,Overall,All heart disease,Ages 65 years and older,628.28
CT,2005.0,Asian/Pacific Islander,Overall,All stroke,Ages 35-64 years,10.275
CT,2005.0,Asian/Pacific Islander,Overall,All stroke,Ages 65 years and older,212.82
CT,2005.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 35-64 years,42.4125
CT,2005.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 65 years and older,831.7
CT,2005.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 35-64 years,24.3125
CT,2005.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 65 years and older,441.2
CT,2005.0,Asian/Pacific Islander,Overall,Heart failure,Ages 35-64 years,3.8875
CT,2005.0,Asian/Pacific Islander,Overall,Heart failure,Ages 65 years and older,199.1
CT,2005.0,Black (Non-Hispanic),Overall,All heart disease,Ages 35-64 years,137.35
CT,2005.0,Black (Non-Hispanic),Overall,All heart disease,Ages 65 years and older,1235.44
CT,2005.0,Black (Non-Hispanic),Overall,All stroke,Ages 35-64 years,23.65
CT,2005.0,Black (Non-Hispanic),Overall,All stroke,Ages 65 years and older,321.86
CT,2005.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,173.275
CT,2005.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,1721.3200000000002
CT,2005.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,76.225
CT,2005.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,774.7
CT,2005.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,16.7875
CT,2005.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,334.6
CT,2005.0,Hispanic,Overall,All heart disease,Ages 35-64 years,63.8625
CT,2005.0,Hispanic,Overall,All heart disease,Ages 65 years and older,910.3714285714286
CT,2005.0,Hispanic,Overall,All stroke,Ages 35-64 years,16.2125
CT,2005.0,Hispanic,Overall,All stroke,Ages 65 years and older,227.94285714285712
CT,2005.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,82.2625
CT,2005.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1161.1857142857143
CT,2005.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,40.6125
CT,2005.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,581.1
CT,2005.0,Hispanic,Overall,Heart failure,Ages 35-64 years,8.275
CT,2005.0,Hispanic,Overall,Heart failure,Ages 65 years and older,261.04285714285714
CT,2005.0,Overall,Men,All heart disease,Ages 35-64 years,115.4625
CT,2005.0,Overall,Men,All heart disease,Ages 65 years and older,1533.2125
CT,2005.0,Overall,Men,All stroke,Ages 35-64 years,11.5
CT,2005.0,Overall,Men,All stroke,Ages 65 years and older,274.275
CT,2005.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,135.4125
CT,2005.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,1942.0875
CT,2005.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,76.9
CT,2005.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,1027.95
CT,2005.0,Overall,Men,Heart failure,Ages 35-64 years,8.9875
CT,2005.0,Overall,Men,Heart failure,Ages 65 years and older,477.7125
CT,2005.0,Overall,Overall,All heart disease,Ages 35-64 years,76.9125
CT,2005.0,Overall,Overall,All heart disease,Ages 65 years and older,1273.15
CT,2005.0,Overall,Overall,All stroke,Ages 35-64 years,9.6625
CT,2005.0,Overall,Overall,All stroke,Ages 65 years and older,269.175
CT,2005.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,92.6875
CT,2005.0,Overall,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1683.5125
CT,2005.0,Overall,Overall,Coronary heart disease (CHD),Ages 35-64 years,49.1125
CT,2005.0,Overall,Overall,Coronary heart disease (CHD),Ages 65 years and older,826.225
CT,2005.0,Overall,Overall,Heart failure,Ages 35-64 years,6.725
CT,2005.0,Overall,Overall,Heart failure,Ages 65 years and older,418.5375
CT,2005.0,Overall,Women,All heart disease,Ages 35-64 years,41.1
CT,2005.0,Overall,Women,All heart disease,Ages 65 years and older,1108.7
CT,2005.0,Overall,Women,All stroke,Ages 35-64 years,8.275
CT,2005.0,Overall,Women,All stroke,Ages 65 years and older,264.4625
CT,2005.0,Overall,Women,Cardiovascular disease (CVD),Ages 35-64 years,52.2375
CT,2005.0,Overall,Women,Cardiovascular disease (CVD),Ages 65 years and older,1499.8625
CT,2005.0,Overall,Women,Coronary heart disease (CHD),Ages 35-64 years,22.6125
CT,2005.0,Overall,Women,Coronary heart disease (CHD),Ages 65 years and older,691.975
CT,2005.0,Overall,Women,Heart failure,Ages 35-64 years,4.7
CT,2005.0,Overall,Women,Heart failure,Ages 65 years and older,384.85
CT,2005.0,White,Overall,All heart disease,Ages 35-64 years,75.325
CT,2005.0,White,Overall,All heart disease,Ages 65 years and older,1286.9625
CT,2005.0,White,Overall,All stroke,Ages 35-64 years,8.35
CT,2005.0,White,Overall,All stroke,Ages 65 years and older,267.6625
CT,2005.0,White,Overall,Cardiovascular disease (CVD),Ages 35-64 years,89.025
CT,2005.0,White,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1691.1
CT,2005.0,White,Overall,Coronary heart disease (CHD),Ages 35-64 years,48.05
CT,2005.0,White,Overall,Coronary heart disease (CHD),Ages 65 years and older,831.7125
CT,2005.0,White,Overall,Heart failure,Ages 35-64 years,6.125
CT,2005.0,White,Overall,Heart failure,Ages 65 years and older,423.95
CT,2006.0,American Indian/Alaska Native,Overall,All heart disease,Ages 35-64 years,106.025
CT,2006.0,American Indian/Alaska Native,Overall,All stroke,Ages 35-64 years,16.15
CT,2006.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 35-64 years,96.94999999999999
CT,2006.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 35-64 years,61.275
CT,2006.0,American Indian/Alaska Native,Overall,Heart failure,Ages 35-64 years,15.65
CT,2006.0,Asian/Pacific Islander,Overall,All heart disease,Ages 35-64 years,30.3
CT,2006.0,Asian/Pacific Islander,Overall,All heart disease,Ages 65 years and older,567.86
CT,2006.0,Asian/Pacific Islander,Overall,All stroke,Ages 35-64 years,10.175
CT,2006.0,Asian/Pacific Islander,Overall,All stroke,Ages 65 years and older,210.78000000000003
CT,2006.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 35-64 years,39.95
CT,2006.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 65 years and older,814.42
CT,2006.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 35-64 years,21.35
CT,2006.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 65 years and older,381.9
CT,2006.0,Asian/Pacific Islander,Overall,Heart failure,Ages 35-64 years,3.5625
CT,2006.0,Asian/Pacific Islander,Overall,Heart failure,Ages 65 years and older,189.52
CT,2006.0,Black (Non-Hispanic),Overall,All heart disease,Ages 35-64 years,125.95
CT,2006.0,Black (Non-Hispanic),Overall,All heart disease,Ages 65 years and older,1093.26
CT,2006.0,Black (Non-Hispanic),Overall,All stroke,Ages 35-64 years,23.85
CT,2006.0,Black (Non-Hispanic),Overall,All stroke,Ages 65 years and older,297.91999999999996
CT,2006.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,160.55
CT,2006.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,1560.94
CT,2006.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,68.1
CT,2006.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,638.2
CT,2006.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,13.925
CT,2006.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,275.46
CT,2006.0,Hispanic,Overall,All heart disease,Ages 35-64 years,61.625
CT,2006.0,Hispanic,Overall,All heart disease,Ages 65 years and older,862.5857142857143
CT,2006.0,Hispanic,Overall,All stroke,Ages 35-64 years,15.825
CT,2006.0,Hispanic,Overall,All stroke,Ages 65 years and older,216.78571428571428
CT,2006.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,82.4375
CT,2006.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1118.6571428571428
CT,2006.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,38.425
CT,2006.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,546.8857142857142
CT,2006.0,Hispanic,Overall,Heart failure,Ages 35-64 years,7.7
CT,2006.0,Hispanic,Overall,Heart failure,Ages 65 years and older,243.47142857142856
CT,2006.0,Overall,Men,All heart disease,Ages 35-64 years,109.525
CT,2006.0,Overall,Men,All heart disease,Ages 65 years and older,1491.8125
CT,2006.0,Overall,Men,All stroke,Ages 35-64 years,11.65
CT,2006.0,Overall,Men,All stroke,Ages 65 years and older,255.925
CT,2006.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,128.8625
CT,2006.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,1878.6625
CT,2006.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,71.1625
CT,2006.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,955.9375
CT,2006.0,Overall,Men,Heart failure,Ages 35-64 years,8.7
CT,2006.0,Overall,Men,Heart failure,Ages 65 years and older,471.79999999999995
CT,2006.0,Overall,Overall,All heart disease,Ages 35-64 years,74.1625
CT,2006.0,Overall,Overall,All heart disease,Ages 65 years and older,1245.5875
CT,2006.0,Overall,Overall,All stroke,Ages 35-64 years,9.6375
CT,2006.0,Overall,Overall,All stroke,Ages 65 years and older,260.775
CT,2006.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,89.6625
CT,2006.0,Overall,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1625.125
CT,2006.0,Overall,Overall,Coronary heart disease (CHD),Ages 35-64 years,45.6375
CT,2006.0,Overall,Overall,Coronary heart disease (CHD),Ages 65 years and older,762.1125
CT,2006.0,Overall,Overall,Heart failure,Ages 35-64 years,6.3625
CT,2006.0,Overall,Overall,Heart failure,Ages 65 years and older,409.6
CT,2006.0,Overall,Women,All heart disease,Ages 35-64 years,40.4875
CT,2006.0,Overall,Women,All heart disease,Ages 65 years and older,1078.85
CT,2006.0,Overall,Women,All stroke,Ages 35-64 years,8.0375
CT,2006.0,Overall,Women,All stroke,Ages 65 years and older,259.475
CT,2006.0,Overall,Women,Cardiovascular disease (CVD),Ages 35-64 years,50.75
CT,2006.0,Overall,Women,Cardiovascular disease (CVD),Ages 65 years and older,1461.5125
CT,2006.0,Overall,Women,Coronary heart disease (CHD),Ages 35-64 years,21.1375
CT,2006.0,Overall,Women,Coronary heart disease (CHD),Ages 65 years and older,641.425
CT,2006.0,Overall,Women,Heart failure,Ages 35-64 years,4.6375
CT,2006.0,Overall,Women,Heart failure,Ages 65 years and older,373.475
CT,2006.0,White,Overall,All heart disease,Ages 35-64 years,72.5875
CT,2006.0,White,Overall,All heart disease,Ages 65 years and older,1257.2
CT,2006.0,White,Overall,All stroke,Ages 35-64 years,8.2875
CT,2006.0,White,Overall,All stroke,Ages 65 years and older,259.5
CT,2006.0,White,Overall,Cardiovascular disease (CVD),Ages 35-64 years,86.125
CT,2006.0,White,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1635.075
CT,2006.0,White,Overall,Coronary heart disease (CHD),Ages 35-64 years,44.875
CT,2006.0,White,Overall,Coronary heart disease (CHD),Ages 65 years and older,769.075
CT,2006.0,White,Overall,Heart failure,Ages 35-64 years,5.875
CT,2006.0,White,Overall,Heart failure,Ages 65 years and older,416.55
CT,2007.0,American Indian/Alaska Native,Overall,All heart disease,Ages 35-64 years,100.425
CT,2007.0,American Indian/Alaska Native,Overall,All stroke,Ages 35-64 years,17.45
CT,2007.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 35-64 years,94.35
CT,2007.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 35-64 years,53.625
CT,2007.0,American Indian/Alaska Native,Overall,Heart failure,Ages 35-64 years,14.775
CT,2007.0,Asian/Pacific Islander,Overall,All heart disease,Ages 35-64 years,29.6
CT,2007.0,Asian/Pacific Islander,Overall,All heart disease,Ages 65 years and older,528.52
CT,2007.0,Asian/Pacific Islander,Overall,All stroke,Ages 35-64 years,11.1
CT,2007.0,Asian/Pacific Islander,Overall,All stroke,Ages 65 years and older,191.8
CT,2007.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 35-64 years,40.225
CT,2007.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 65 years and older,764.4
CT,2007.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 35-64 years,21.175
CT,2007.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 65 years and older,364.15999999999997
CT,2007.0,Asian/Pacific Islander,Overall,Heart failure,Ages 35-64 years,3.25
CT,2007.0,Asian/Pacific Islander,Overall,Heart failure,Ages 65 years and older,189.45999999999998
CT,2007.0,Black (Non-Hispanic),Overall,All heart disease,Ages 35-64 years,130.75
CT,2007.0,Black (Non-Hispanic),Overall,All heart disease,Ages 65 years and older,1126.98
CT,2007.0,Black (Non-Hispanic),Overall,All stroke,Ages 35-64 years,22.8875
CT,2007.0,Black (Non-Hispanic),Overall,All stroke,Ages 65 years and older,281.9
CT,2007.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,163.85
CT,2007.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,1565.76
CT,2007.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,63.6375
CT,2007.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,603.9
CT,2007.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,14.6625
CT,2007.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,279.14
CT,2007.0,Hispanic,Overall,All heart disease,Ages 35-64 years,64.3125
CT,2007.0,Hispanic,Overall,All heart disease,Ages 65 years and older,817.0571428571428
CT,2007.0,Hispanic,Overall,All stroke,Ages 35-64 years,14.1375
CT,2007.0,Hispanic,Overall,All stroke,Ages 65 years and older,207.78571428571428
CT,2007.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,75.975
CT,2007.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1063.5428571428572
CT,2007.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,34.85
CT,2007.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,490.3142857142857
CT,2007.0,Hispanic,Overall,Heart failure,Ages 35-64 years,8.0625
CT,2007.0,Hispanic,Overall,Heart failure,Ages 65 years and older,236.71428571428572
CT,2007.0,Overall,Men,All heart disease,Ages 35-64 years,110.025
CT,2007.0,Overall,Men,All heart disease,Ages 65 years and older,1455.65
CT,2007.0,Overall,Men,All stroke,Ages 35-64 years,10.8375
CT,2007.0,Overall,Men,All stroke,Ages 65 years and older,242.55
CT,2007.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,129.15
CT,2007.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,1821.25
CT,2007.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,70.7125
CT,2007.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,911.925
CT,2007.0,Overall,Men,Heart failure,Ages 35-64 years,8.45
CT,2007.0,Overall,Men,Heart failure,Ages 65 years and older,461.8125
CT,2007.0,Overall,Overall,All heart disease,Ages 35-64 years,74.05
CT,2007.0,Overall,Overall,All heart disease,Ages 65 years and older,1204.4125
CT,2007.0,Overall,Overall,All stroke,Ages 35-64 years,8.8625
CT,2007.0,Overall,Overall,All stroke,Ages 65 years and older,246.425
CT,2007.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,88.3625
CT,2007.0,Overall,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1569.075
CT,2007.0,Overall,Overall,Coronary heart disease (CHD),Ages 35-64 years,44.575
CT,2007.0,Overall,Overall,Coronary heart disease (CHD),Ages 65 years and older,722.55
CT,2007.0,Overall,Overall,Heart failure,Ages 35-64 years,6.125
CT,2007.0,Overall,Overall,Heart failure,Ages 65 years and older,391.9375
CT,2007.0,Overall,Women,All heart disease,Ages 35-64 years,39.675
CT,2007.0,Overall,Women,All heart disease,Ages 65 years and older,1039.7375
CT,2007.0,Overall,Women,All stroke,Ages 35-64 years,7.949999999999999
CT,2007.0,Overall,Women,All stroke,Ages 65 years and older,246.3125
CT,2007.0,Overall,Women,Cardiovascular disease (CVD),Ages 35-64 years,50.85
CT,2007.0,Overall,Women,Cardiovascular disease (CVD),Ages 65 years and older,1399.7875
CT,2007.0,Overall,Women,Coronary heart disease (CHD),Ages 35-64 years,21.15
CT,2007.0,Overall,Women,Coronary heart disease (CHD),Ages 65 years and older,597.6999999999999
CT,2007.0,Overall,Women,Heart failure,Ages 35-64 years,4.425
CT,2007.0,Overall,Women,Heart failure,Ages 65 years and older,353.425
CT,2007.0,White,Overall,All heart disease,Ages 35-64 years,72.1375
CT,2007.0,White,Overall,All heart disease,Ages 65 years and older,1218.2125
CT,2007.0,White,Overall,All stroke,Ages 35-64 years,7.5625
CT,2007.0,White,Overall,All stroke,Ages 65 years and older,245.2375
CT,2007.0,White,Overall,Cardiovascular disease (CVD),Ages 35-64 years,84.95
CT,2007.0,White,Overall,Cardiovascular disease (CVD),Ages 65 years and older,1576.95
CT,2007.0,White,Overall,Coronary heart disease (CHD),Ages 35-64 years,44.2875
CT,2007.0,White,Overall,Coronary heart disease (CHD),Ages 65 years and older,729.6125
CT,2007.0,White,Overall,Heart failure,Ages 35-64 years,5.5625
CT,2007.0,White,Overall,Heart failure,Ages 65 years and older,397.9625
CT,2008.0,American Indian/Alaska Native,Overall,All heart disease,Ages 35-64 years,79.3
CT,2008.0,American Indian/Alaska Native,Overall,All stroke,Ages 35-64 years,16.799999999999997
CT,2008.0,American Indian/Alaska Native,Overall,Cardiovascular disease (CVD),Ages 35-64 years,84.325
CT,2008.0,American Indian/Alaska Native,Overall,Coronary heart disease (CHD),Ages 35-64 years,49.45
CT,2008.0,American Indian/Alaska Native,Overall,Heart failure,Ages 35-64 years,14.3
CT,2008.0,Asian/Pacific Islander,Overall,All heart disease,Ages 35-64 years,27.525
CT,2008.0,Asian/Pacific Islander,Overall,All heart disease,Ages 65 years and older,535.78
CT,2008.0,Asian/Pacific Islander,Overall,All stroke,Ages 35-64 years,10.1125
CT,2008.0,Asian/Pacific Islander,Overall,All stroke,Ages 65 years and older,186.9
CT,2008.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 35-64 years,35.6375
CT,2008.0,Asian/Pacific Islander,Overall,Cardiovascular disease (CVD),Ages 65 years and older,710.08
CT,2008.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 35-64 years,18.912499999999998
CT,2008.0,Asian/Pacific Islander,Overall,Coronary heart disease (CHD),Ages 65 years and older,335.9
CT,2008.0,Asian/Pacific Islander,Overall,Heart failure,Ages 35-64 years,3.7375
CT,2008.0,Asian/Pacific Islander,Overall,Heart failure,Ages 65 years and older,165.35999999999999
CT,2008.0,Black (Non-Hispanic),Overall,All heart disease,Ages 35-64 years,129.075
CT,2008.0,Black (Non-Hispanic),Overall,All heart disease,Ages 65 years and older,1069.8600000000001
CT,2008.0,Black (Non-Hispanic),Overall,All stroke,Ages 35-64 years,25.15
CT,2008.0,Black (Non-Hispanic),Overall,All stroke,Ages 65 years and older,275.18
CT,2008.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 35-64 years,156.0125
CT,2008.0,Black (Non-Hispanic),Overall,Cardiovascular disease (CVD),Ages 65 years and older,1513.16
CT,2008.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 35-64 years,64.2
CT,2008.0,Black (Non-Hispanic),Overall,Coronary heart disease (CHD),Ages 65 years and older,613.08
CT,2008.0,Black (Non-Hispanic),Overall,Heart failure,Ages 35-64 years,13.6875
CT,2008.0,Black (Non-Hispanic),Overall,Heart failure,Ages 65 years and older,265.9
CT,2008.0,Hispanic,Overall,All heart disease,Ages 35-64 years,60.7125
CT,2008.0,Hispanic,Overall,All heart disease,Ages 65 years and older,773.5571428571428
CT,2008.0,Hispanic,Overall,All stroke,Ages 35-64 years,12.875
CT,2008.0,Hispanic,Overall,All stroke,Ages 65 years and older,194.79999999999998
CT,2008.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 35-64 years,69.725
CT,2008.0,Hispanic,Overall,Cardiovascular disease (CVD),Ages 65 years and older,998.9
CT,2008.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 35-64 years,34.7875
CT,2008.0,Hispanic,Overall,Coronary heart disease (CHD),Ages 65 years and older,443.35714285714283
CT,2008.0,Hispanic,Overall,Heart failure,Ages 35-64 years,7.25
CT,2008.0,Hispanic,Overall,Heart failure,Ages 65 years and older,235.07142857142858
CT,2008.0,Overall,Men,All heart disease,Ages 35-64 years,109.4625
CT,2008.0,Overall,Men,All heart disease,Ages 65 years and older,1423.225
CT,2008.0,Overall,Men,All stroke,Ages 35-64 years,10.35
CT,2008.0,Overall,Men,All stroke,Ages 65 years and older,233.9875
CT,2008.0,Overall,Men,Cardiovascular disease (CVD),Ages 35-64 years,125.0375
CT,2008.0,Overall,Men,Cardiovascular disease (CVD),Ages 65 years and older,1782.375
CT,2008.0,Overall,Men,Coronary heart disease (CHD),Ages 35-64 years,68.95
CT,2008.0,Overall,Men,Coronary heart disease (CHD),Ages 65 years and older,892.5125
CT,2008.0,Overall,Men,Heart failure,Ages 35-64 years,7.3375
CT,2008.0,Overall,Men,Heart failure,Ages 65 years and older,447.875
CT,2008.0,Overall,Overall,All heart disease,Ages 35-64 years,73.3125
CT,2008.0,Overall,Overall,All heart disease,Ages 65 years and older,1188.025
CT,2008.0,Overall,Overall,All stroke,Ages 35-64 years,8.85
CT,2008.0,Overall,Overall,All stroke,Ages 65 years and older,240.75
CT,2008.0,Overall,Overall,Cardiovascular disease (CVD),Ages 35-64 years,85.8875
